"","Municipios","Tipo comercializador","Especie","Transformación del producto"
"1135","Buenaventura","Minorista","Oreochromis spp.","Cabeza"
"1136","Buenaventura","Minorista","Oreochromis spp.","Eviscerado"
"1137","Buenaventura","Minorista","Paralonchurus spp.","Eviscerado"
"1138","Buenaventura","Minorista","Parapsettus panamensis","Eviscerado"
"1139","Buenaventura","Minorista","Paraselene orstedii","Eviscerado"
"1140","Buenaventura","Minorista","Penaeus brevirostris","Descabezado"
"1141","Buenaventura","Minorista","Penaeus californiensis","Descabezado"
"1142","Buenaventura","Minorista","Penaeus occidentalis","Descabezado"
"1143","Buenaventura","Minorista","Peprilus medius","Eviscerado"
"1144","Buenaventura","Minorista","Peprilus snyderi","Eviscerado"
"1145","Buenaventura","Minorista","Polydactylus approximans","Eviscerado"
"1146","Buenaventura","Minorista","Polydactylus opercularis","Eviscerado"
"1147","Buenaventura","Minorista","Pontinus sierra","Eviscerado"
"1148","Buenaventura","Minorista","Protrachypene precipua","Descabezado"
"1149","Buenaventura","Minorista","Protrachypene precipua","Eviscerado"
"1150","Buenaventura","Minorista","Pseudupeneus grandisquamis","Eviscerado"
"1151","Buenaventura","Minorista","Sciades dowii","Eviscerado"
"1152","Buenaventura","Minorista","Scomberomorus sierra","Eviscerado"
"1153","Buenaventura","Minorista","Selene brevoortii","Eviscerado"
"1154","Buenaventura","Minorista","Selene peruviana","Eviscerado"
"1155","Buenaventura","Minorista","Sphyraena ensis","Eviscerado"
"1156","Buenaventura","Minorista","Thunnus alalunga","Eviscerado"
"1157","Buenaventura","Minorista","Trachypenaeus spp.","Descabezado"
"1158","Buenaventura","Minorista","Tylosurus crocodilus","Eviscerado"
"1159","Buenaventura","Minorista","Xiphopenaeus riveti","Descabezado"
"1160","Buenaventura","Supermercado","Brotula clarkae","Fileteado"
"1161","Buenaventura","Supermercado","Colossoma macropomum","Eviscerado"
"1162","Buenaventura","Supermercado","Coryphaena hippurus","Eviscerado"
"1163","Buenaventura","Supermercado","Cynoscion phoxocephalus","Eviscerado"
"1164","Buenaventura","Supermercado","Dosidicus gigas","Anillos"
"1165","Buenaventura","Supermercado","Lutjanus guttatus","Eviscerado"
"1166","Buenaventura","Supermercado","Mugil cephalus","Eviscerado"
"1167","Buenaventura","Supermercado","Oncorhynchus mykiss","Cabeza"
"1168","Buenaventura","Supermercado","Oncorhynchus mykiss","Eviscerado"
"1169","Buenaventura","Supermercado","Oncorhynchus mykiss","Fileteado"
"1170","Buenaventura","Supermercado","Oncorhynchus mykiss","Mariposa"
"1171","Buenaventura","Supermercado","Oreochromis mossambicus","Cabeza"
"1172","Buenaventura","Supermercado","Oreochromis mossambicus","Eviscerado"
"1173","Buenaventura","Supermercado","Oreochromis niloticus","Fileteado"
"1174","Buenaventura","Supermercado","Oreochromis spp.","Cabeza"
"1175","Buenaventura","Supermercado","Oreochromis spp.","Eviscerado"
"1176","Buenaventura","Supermercado","Oreochromis spp.","Fileteado"
"1177","Buenaventura","Supermercado","Pangasianodon hypophthalmus","Cabeza"
"1178","Buenaventura","Supermercado","Pangasianodon hypophthalmus","Descabezado"
"1179","Buenaventura","Supermercado","Pangasianodon hypophthalmus","Eviscerado"
"1180","Buenaventura","Supermercado","Pangasianodon hypophthalmus","Fileteado"
"1181","Buenaventura","Supermercado","Pangasianodon hypophthalmus","Posteado"
"1182","Buenaventura","Supermercado","Penaeus brevirostris","Descabezado"
"1183","Buenaventura","Supermercado","Prochilodus lineatus","Eviscerado"
"1184","Buenaventura","Supermercado","Prochilodus lineatus","Fileteado"
"1185","Buenaventura","Supermercado","Salmo salar","Descabezado"
"1186","Buenaventura","Supermercado","Salmo salar","Eviscerado"
"1187","Buenaventura","Supermercado","Salmo salar","Fileteado"
"1188","Buenaventura","Supermercado","Sciades dowii","Eviscerado"
"1189","Buenaventura","Supermercado","Sciades dowii","Fileteado"
"1190","Cali","Mayorista","Bagre panamensis","Eviscerado"
"1191","Cali","Mayorista","Bagre pinnimaculatus","Eviscerado"
"1192","Cali","Mayorista","Bagre pinnimaculatus","Posteado"
"1193","Cali","Mayorista","Caranx caballus","Eviscerado"
"1194","Cali","Mayorista","Caranx caninus","Eviscerado"
"1195","Cali","Mayorista","Centropomus armatus","Eviscerado"
"1196","Cali","Mayorista","Centropomus ensiferus","Eviscerado"
"1197","Cali","Mayorista","Centropomus medius","Eviscerado"
"1198","Cali","Mayorista","Centropomus robalito","Eviscerado"
"1199","Cali","Mayorista","Centropomus spp.","Eviscerado"
"1200","Cali","Mayorista","Centropomus unionensis","Eviscerado"
"1201","Cali","Mayorista","Cephalopholis colonus","Eviscerado"
"1202","Cali","Mayorista","Coryphaena hippurus","Eviscerado"
"1203","Cali","Mayorista","Cynoscion acoupa","Eviscerado"
"1204","Cali","Mayorista","Cynoscion albus","Eviscerado"
"1205","Cali","Mayorista","Cynoscion leiarchus","Eviscerado"
"1206","Cali","Mayorista","Cynoscion phoxocephalus","Eviscerado"
"1207","Cali","Mayorista","Cynoscion similis","Eviscerado"
"1208","Cali","Mayorista","Cynoscion spp.","Eviscerado"
"1209","Cali","Mayorista","Cynoscion squamipinnis","Eviscerado"
"1210","Cali","Mayorista","Hyporthodus acanthistius","Eviscerado"
"1211","Cali","Mayorista","Larimus acclivis","Eviscerado"
"1212","Cali","Mayorista","Larimus pacificus","Eviscerado"
"1213","Cali","Mayorista","Litopenaeus vannamei","Descabezado"
"1214","Cali","Mayorista","Litopenaeus vannamei","Desconchado"
"1215","Cali","Mayorista","Litopenaeus vannamei","Precocido"
"1216","Cali","Mayorista","Lobotes pacifica","Eviscerado"
"1217","Cali","Mayorista","Lutjanus argentiventris","Eviscerado"
"1218","Cali","Mayorista","Lutjanus colorado","Eviscerado"
"1219","Cali","Mayorista","Lutjanus colorado","Posteado"
"1220","Cali","Mayorista","Lutjanus guttatus","Eviscerado"
"1221","Cali","Mayorista","Lutjanus guttatus","Posteado"
"1222","Cali","Mayorista","Lutjanus peru","Eviscerado"
"1223","Cali","Mayorista","Lutjanus peru","Posteado"
"1224","Cali","Mayorista","Lutjanus purpureus","Eviscerado"
"1225","Cali","Mayorista","Lutjanus viridis","Posteado"
"1226","Cali","Mayorista","Macrodon mordax","Eviscerado"
"1227","Cali","Mayorista","Mugil cephalus","Eviscerado"
"1228","Cali","Mayorista","Mugil curema","Eviscerado"
"1229","Cali","Mayorista","Mugil incilis","Eviscerado"
"1230","Cali","Mayorista","Mugil spp.","Eviscerado"
"1231","Cali","Mayorista","Oncorhynchus mykiss","Mariposa"
"1232","Cali","Mayorista","Oreochromis niloticus","Cabeza"
"1233","Cali","Mayorista","Oreochromis niloticus","Eviscerado"
"1234","Cali","Mayorista","Oreochromis niloticus","Fileteado"
"1235","Cali","Mayorista","Oreochromis spp.","Cabeza"
"1236","Cali","Mayorista","Oreochromis spp.","Eviscerado"
"1237","Cali","Mayorista","Oreochromis spp.","Fileteado"
"1238","Cali","Mayorista","Pagrus pagrus","Eviscerado"
"1239","Cali","Mayorista","Pangasianodon hypophthalmus","Descabezado"
"1240","Cali","Mayorista","Pangasianodon hypophthalmus","Eviscerado"
"1241","Cali","Mayorista","Pangasianodon hypophthalmus","Fileteado"
"1242","Cali","Mayorista","Pangasianodon hypophthalmus","Posteado"
"1243","Cali","Mayorista","Peprilus medius","Eviscerado"
"1244","Cali","Mayorista","Peprilus snyderi","Eviscerado"
"1245","Cali","Mayorista","Piaractus brachypomus","Eviscerado"
"1246","Cali","Mayorista","Pinguipes chilensis","Eviscerado"
"1247","Cali","Mayorista","Prochilodus lineatus","Eviscerado"
"1248","Cali","Mayorista","Prochilodus lineatus","Posteado"
"1249","Cali","Mayorista","Salmo salar","Fileteado"
"1250","Cali","Mayorista","Scomberomorus cavalla","Eviscerado"
"1251","Cali","Mayorista","Scomberomorus sierra","Eviscerado"
"1252","Cali","Mayorista","Seriola lalandi","Eviscerado"
"1253","Cali","Mayorista","Thunnus albacares","Descabezado"
"1254","Cali","Mayorista","Thunnus albacares","Eviscerado"
"1255","Cali","Minorista","Bagre panamensis","Eviscerado"
"1256","Cali","Minorista","Bagre pinnimaculatus","Descabezado"
"1257","Cali","Minorista","Bagre pinnimaculatus","Eviscerado"
"1258","Cali","Minorista","Bagre pinnimaculatus","Posteado"
"1259","Cali","Minorista","Brotula clarkae","Fileteado"
"1260","Cali","Minorista","Caranx caballus","Eviscerado"
"1261","Cali","Minorista","Caranx caninus","Eviscerado"
"1262","Cali","Minorista","Caranx sexfasciatus","Eviscerado"
"1263","Cali","Minorista","Centropomus armatus","Eviscerado"
"1264","Cali","Minorista","Centropomus ensiferus","Eviscerado"
"1265","Cali","Minorista","Centropomus medius","Eviscerado"
"1266","Cali","Minorista","Centropomus robalito","Eviscerado"
"1267","Cali","Minorista","Centropomus spp.","Eviscerado"
"1268","Cali","Minorista","Centropomus unionensis","Eviscerado"
"1269","Cali","Minorista","Cephalopholis colonus","Eviscerado"
"1270","Cali","Minorista","Coryphaena hippurus","Eviscerado"
"1271","Cali","Minorista","Cynoponticus coniceps","Eviscerado"
"1272","Cali","Minorista","Cynoscion acoupa","Eviscerado"
"1273","Cali","Minorista","Cynoscion albus","Eviscerado"
"1274","Cali","Minorista","Cynoscion leiarchus","Eviscerado"
"1275","Cali","Minorista","Cynoscion phoxocephalus","Eviscerado"
"1276","Cali","Minorista","Cynoscion similis","Eviscerado"
"1277","Cali","Minorista","Cynoscion spp.","Eviscerado"
"1278","Cali","Minorista","Cynoscion squamipinnis","Eviscerado"
"1279","Cali","Minorista","Haemulopsis leuciscus","Eviscerado"
"1280","Cali","Minorista","Larimus acclivis","Eviscerado"
"1281","Cali","Minorista","Larimus pacificus","Eviscerado"
"1282","Cali","Minorista","Litopenaeus vannamei","Desconchado"
"1283","Cali","Minorista","Litopenaeus vannamei","Precocido"
"1284","Cali","Minorista","Litopenaeus vannamei","Sin Transformación"
"1285","Cali","Minorista","Lobotes pacifica","Eviscerado"
"1286","Cali","Minorista","Lutjanus argentiventris","Eviscerado"
"1287","Cali","Minorista","Lutjanus colorado","Eviscerado"
"1288","Cali","Minorista","Lutjanus colorado","Posteado"
"1289","Cali","Minorista","Lutjanus guttatus","Eviscerado"
"1290","Cali","Minorista","Lutjanus guttatus","Posteado"
"1291","Cali","Minorista","Lutjanus peru","Eviscerado"
"1292","Cali","Minorista","Lutjanus peru","Posteado"
"1293","Cali","Minorista","Lutjanus synagris","Eviscerado"
"1294","Cali","Minorista","Macrodon mordax","Eviscerado"
"1295","Cali","Minorista","Mugil cephalus","Eviscerado"
"1296","Cali","Minorista","Mugil curema","Eviscerado"
"1297","Cali","Minorista","Mugil curema","Sin Transformación"
"1298","Cali","Minorista","Notarius spp.","Eviscerado"
"1299","Cali","Minorista","Oncorhynchus mykiss","Fileteado"
"1300","Cali","Minorista","Oncorhynchus mykiss","Mariposa"
"1301","Cali","Minorista","Oreochromis niloticus","Cabeza"
"1302","Cali","Minorista","Oreochromis niloticus","Eviscerado"
"1303","Cali","Minorista","Oreochromis niloticus","Fileteado"
"1304","Cali","Minorista","Oreochromis spp.","Cabeza"
"1305","Cali","Minorista","Oreochromis spp.","Eviscerado"
"1306","Cali","Minorista","Oreochromis spp.","Fileteado"
"1307","Cali","Minorista","Pangasianodon hypophthalmus","Descabezado"
"1308","Cali","Minorista","Pangasianodon hypophthalmus","Fileteado"
"1309","Cali","Minorista","Pangasianodon hypophthalmus","Posteado"
"1310","Cali","Minorista","Paraselene orstedii","Eviscerado"
"1311","Cali","Minorista","Peprilus snyderi","Eviscerado"
"1312","Cali","Minorista","Piaractus brachypomus","Eviscerado"
"1313","Cali","Minorista","Prochilodus lineatus","Eviscerado"
"1314","Cali","Minorista","Salmo salar","Fileteado"
"1315","Cali","Minorista","Salmo salar","Recortes"
"1316","Cali","Minorista","Scomberomorus sierra","Eviscerado"
"1317","Cali","Minorista","Selene peruviana","Eviscerado"
"1318","Cali","Minorista","Sphyraena barracuda","Eviscerado"
"1319","Cali","Minorista","Sphyraena ensis","Eviscerado"
"1320","Cali","Minorista","Sphyraena ensis","Mariposa"
"1321","Cali","Minorista","Stellifer scierus","Eviscerado"
"1322","Cali","Minorista","Thunnus alalunga","Eviscerado"
"1323","Cali","Minorista","Xiphopenaeus riveti","Desconchado"
"1324","Cali","Minorista-Al detalle local","Bagre pinnimaculatus","Eviscerado"
"1325","Cali","Minorista-Al detalle local","Bagre pinnimaculatus","Posteado"
"1326","Cali","Minorista-Al detalle local","Centropomus armatus","Eviscerado"
"1327","Cali","Minorista-Al detalle local","Centropomus ensiferus","Eviscerado"
"1328","Cali","Minorista-Al detalle local","Centropomus medius","Eviscerado"
"1329","Cali","Minorista-Al detalle local","Centropomus robalito","Eviscerado"
"1330","Cali","Minorista-Al detalle local","Centropomus spp.","Eviscerado"
"1331","Cali","Minorista-Al detalle local","Centropomus undecimalis","Eviscerado"
"1332","Cali","Minorista-Al detalle local","Cynoscion guatucupa","Eviscerado"
"1333","Cali","Minorista-Al detalle local","Cynoscion leiarchus","Eviscerado"
"1334","Cali","Minorista-Al detalle local","Cynoscion phoxocephalus","Eviscerado"
"1335","Cali","Minorista-Al detalle local","Cynoscion similis","Eviscerado"
"1336","Cali","Minorista-Al detalle local","Cynoscion spp.","Eviscerado"
"1337","Cali","Minorista-Al detalle local","Cynoscion squamipinnis","Eviscerado"
"1338","Cali","Minorista-Al detalle local","Litopenaeus vannamei","Desconchado"
"1339","Cali","Minorista-Al detalle local","Litopenaeus vannamei","Precocido"
"1340","Cali","Minorista-Al detalle local","Lutjanus argentiventris","Eviscerado"
"1341","Cali","Minorista-Al detalle local","Lutjanus colorado","Eviscerado"
"1342","Cali","Minorista-Al detalle local","Lutjanus colorado","Posteado"
"1343","Cali","Minorista-Al detalle local","Lutjanus guttatus","Eviscerado"
"1344","Cali","Minorista-Al detalle local","Lutjanus guttatus","Posteado"
"1345","Cali","Minorista-Al detalle local","Lutjanus peru","Eviscerado"
"1346","Cali","Minorista-Al detalle local","Lutjanus peru","Posteado"
"1347","Cali","Minorista-Al detalle local","Lutjanus synagris","Eviscerado"
"1348","Cali","Minorista-Al detalle local","Macrodon mordax","Eviscerado"
"1349","Cali","Minorista-Al detalle local","Oncorhynchus mykiss","Fileteado"
"1350","Cali","Minorista-Al detalle local","Oncorhynchus mykiss","Mariposa"
"1351","Cali","Minorista-Al detalle local","Oreochromis niloticus","Cabeza"
"1352","Cali","Minorista-Al detalle local","Oreochromis niloticus","Eviscerado"
"1353","Cali","Minorista-Al detalle local","Oreochromis niloticus","Fileteado"
"1354","Cali","Minorista-Al detalle local","Oreochromis spp.","Eviscerado"
"1355","Cali","Minorista-Al detalle local","Oreochromis spp.","Fileteado"
"1356","Cali","Minorista-Al detalle local","Pangasianodon hypophthalmus","Descabezado"
"1357","Cali","Minorista-Al detalle local","Pangasianodon hypophthalmus","Fileteado"
"1358","Cali","Minorista-Al detalle local","Prochilodus lineatus","Eviscerado"
"1359","Cali","Minorista-Al detalle local","Salmo salar","Fileteado"
"1360","Cali","Minorista-Al detalle local","Scomberomorus sierra","Eviscerado"
"1361","Cali","Minorista-Al detalle local","Trachypenaeus byrdi","Desconchado"
"1362","Cali","Supermercado","Centropomus spp.","Fileteado"
"1363","Cali","Supermercado","Cynoscion albus","Fileteado"
"1364","Cali","Supermercado","Dosidicus gigas","Posteado"
"1365","Cali","Supermercado","Litopenaeus vannamei","Desconchado"
"1366","Cali","Supermercado","Litopenaeus vannamei","Precocido"
"1367","Cali","Supermercado","Loligo sp.","Anillos"
"1368","Cali","Supermercado","Lutjanus peru","Eviscerado"
"1369","Cali","Supermercado","Oncorhynchus mykiss","Eviscerado"
"1370","Cali","Supermercado","Oncorhynchus mykiss","Fileteado"
"1371","Cali","Supermercado","Oncorhynchus mykiss","Mariposa"
"1372","Cali","Supermercado","Oreochromis niloticus","Cabeza"
"1373","Cali","Supermercado","Oreochromis niloticus","Eviscerado"
"1374","Cali","Supermercado","Oreochromis niloticus","Fileteado"
"1375","Cali","Supermercado","Oreochromis spp.","Cabeza"
"1376","Cali","Supermercado","Oreochromis spp.","Eviscerado"
"1377","Cali","Supermercado","Oreochromis spp.","Fileteado"
"1378","Cali","Supermercado","Pangasianodon hypophthalmus","Descabezado"
"1379","Cali","Supermercado","Pangasianodon hypophthalmus","Fileteado"
"1380","Cali","Supermercado","Pangasianodon hypophthalmus","Posteado"
"1381","Cali","Supermercado","Penaeus schmitti","Descabezado"
"1382","Cali","Supermercado","Peprilus medius","Eviscerado"
"1383","Cali","Supermercado","Piaractus brachypomus","Eviscerado"
"1384","Cali","Supermercado","Prochilodus lineatus","Eviscerado"
"1385","Cali","Supermercado","Salmo salar","Despulpado"
"1386","Cali","Supermercado","Salmo salar","Fileteado"
"1387","Cali","Supermercado","Salmo salar","Posteado"
"1388","Cali","Supermercado","Scomberomorus sierra","Eviscerado"
"1389","Cali","Supermercado","Thunnus albacares","Fileteado"
"1390","Cali","Supermercado","Trachypenaeus byrdi","Colas"
"1391","Cali","Supermercado","Xiphopenaeus riveti","Descabezado"
"1392","Cartagena De Indias","Mayorista","Brotula clarkae","Fileteado"
"1393","Cartagena De Indias","Mayorista","Callinectes sapidus","Sin Transformación"
"1394","Cartagena De Indias","Mayorista","Caranx crysos","Eviscerado"
"1395","Cartagena De Indias","Mayorista","Caranx hippos","Eviscerado"
"1396","Cartagena De Indias","Mayorista","Centropomus undecimalis","Eviscerado"
"1397","Cartagena De Indias","Mayorista","Eugerres plumieri","Eviscerado"
"1398","Cartagena De Indias","Mayorista","Hoplias malabaricus","Eviscerado"
"1399","Cartagena De Indias","Mayorista","Litopenaeus vannamei","Colas"
"1400","Cartagena De Indias","Mayorista","Litopenaeus vannamei","Precocido"
"1401","Cartagena De Indias","Mayorista","Litopenaeus vannamei","Sin Transformación"
"1402","Cartagena De Indias","Mayorista","Loliginidae","Sin Transformación"
"1403","Cartagena De Indias","Mayorista","Lutjanus synagris","Eviscerado"
"1404","Cartagena De Indias","Mayorista","Megaleporinus muyscorum","Eviscerado"
"1405","Cartagena De Indias","Mayorista","Megalops atlanticus","Eviscerado"
"1406","Cartagena De Indias","Mayorista","Micropogonias furnieri","Cabeza"
"1407","Cartagena De Indias","Mayorista","Micropogonias furnieri","Eviscerado"
"1408","Cartagena De Indias","Mayorista","Mugil incilis","Eviscerado"
"1409","Cartagena De Indias","Mayorista","Mugil liza","Eviscerado"
"1410","Cartagena De Indias","Mayorista","Oncorhynchus mykiss","Mariposa"
"1411","Cartagena De Indias","Mayorista","Oreochromis mossambicus","Eviscerado"
"1412","Cartagena De Indias","Mayorista","Oreochromis niloticus","Cabeza"
"1413","Cartagena De Indias","Mayorista","Oreochromis niloticus","Eviscerado"
"1414","Cartagena De Indias","Mayorista","Oreochromis spp.","Eviscerado"
